,season_number,season_start,season_end,episode_number,pitch_number,original_air_date,startup_name,industry,business_description,pitchers_gender,pitchers_city,pitchers_state,pitchers_average_age,entrepreneur_names,company_website,multiple_entrepreneurs,us_viewership,original_ask_amount,original_offered_equity,valuation_requested,got_deal,total_deal_amount,total_deal_equity,deal_valuation,number_of_sharks_in_deal,investment_amount_per_shark,equity_per_shark,royalty_deal,loan,barbara_investment_amount,barbara_investment_equity,mark_investment_amount,mark_investment_equity,lori_investment_amount,lori_investment_equity,robert_investment_amount,robert_investment_equity,daymond_investment_amount,daymond_investment_equity,kevin_investment_amount,kevin_investment_equity,guest_investment_amount,guest_investment_equity,barbara_present,mark_present,lori_present,robert_present,daymond_present,kevin_present,kevin_h_present,guest_name,notes
971,11,29-Sep-19,15-May-20,20,972,01-May-20,LittleBurros,Lifestyle/Home,Little Burros - ,Mixed Team,Alexandria,VA,Middle,,N/A,1.0,,250000,10.0,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
972,11,29-Sep-19,15-May-20,20,973,01-May-20,Jiggaerobics,Fitness/Sports/Outdoors,Jiggaerobics - ,Male,,LA,,Baton Rouge,N/A,0.0,,50000,12.0,416667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
973,11,29-Sep-19,15-May-20,20,974,01-May-20,FriedGreenTomatoes,Food and Beverage,Fried Green Tomatoes - ,Female,,TN,,,N/A,0.0,,200000,15.0,1333333,1,200000.0,30.0,666667.0,1.0,200000.0,30.0,,,200000.0,30.0,,,,,,,,,,,,,,,,,,,,No Guest,N/A
974,11,29-Sep-19,15-May-20,20,975,01-May-20,MuralPainter,Business Services,Mural Painter - ,Female,Queens,NY,,,N/A,0.0,,300000,15.0,2000000,1,100000.0,15.0,666667.0,1.0,100000.0,15.0,,1.0,100000.0,15.0,,,,,,,,,,,,,,,,,,,,No Guest,N/A
975,11,29-Sep-19,15-May-20,21,976,,Proven,Health/Wellness,Proven - ,Female,,,,,N/A,,,500000,5.0,10000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
976,11,29-Sep-19,15-May-20,21,977,,Tanoshi,Software/Tech,Tanoshi - ,Male,,,,,N/A,,,500000,8.0,6250000,1,500000.0,20.0,2500000.0,1.0,500000.0,20.0,,,,,,,,,,,500000.0,20.0,,,,,,,,,,,,No Guest,N/A
977,11,29-Sep-19,15-May-20,21,978,,UnbuckleMe,Lifestyle/Home,UnbuckleMe - ,Female,,,,,N/A,,,100000,10.0,1000000,1,100000.0,20.0,500000.0,2.0,50000.0,10.0,,,,,50000.0,10.0,50000.0,10.0,,,,,,,,,,,,,,,,No Guest,N/A
978,11,29-Sep-19,15-May-20,21,979,,VanRobotics,Software/Tech,Van Robotics - ,Female,,,,,N/A,,,300000,10.0,3000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
979,11,29-Sep-19,15-May-20,22,980,,LordVonSchmitt,Fashion/Beauty,Lord Von Schmitt - ,Male,,,,,N/A,,,100000,10.0,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
980,11,29-Sep-19,15-May-20,22,981,,PottySafe,Children/Education,Potty Safe - ,Mixed Team,,,,,N/A,,,50000,15.0,333333,1,50000.0,20.0,250000.0,1.0,50000.0,20.0,,,,,,,50000.0,20.0,,,,,,,,,,,,,,,,No Guest,N/A
981,11,29-Sep-19,15-May-20,22,982,,ToughTie,Fashion/Beauty,Tough Tie - ,Male,,,,,N/A,,,100000,15.0,666667,1,100000.0,35.0,285714.0,1.0,100000.0,35.0,,,,,,,,,100000.0,35.0,,,,,,,,,,,,,,No Guest,N/A
982,11,29-Sep-19,15-May-20,22,983,,DadWare,Fashion/Beauty,DadWare - ,Male,,,,,N/A,,,100000,20.0,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
983,11,29-Sep-19,15-May-20,23,984,,Salted,Business Services,Salted - ,Male,,,,,N/A,,,500000,5.0,10000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
984,11,29-Sep-19,15-May-20,23,985,,MCSquares,Lifestyle/Home,MC Squares - ,Male,,,,,N/A,,,300000,10.0,3000000,1,300000.0,25.0,1200000.0,1.0,300000.0,25.0,,,,,,,,,,,,,300000.0,25.0,,,,,,,,,,No Guest,N/A
985,11,29-Sep-19,15-May-20,23,986,,SlateChocolateMilk,Food and Beverage,Slate Chocolate Milk - ,Male,,,,,N/A,,,400000,10.0,4000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
986,11,29-Sep-19,15-May-20,23,987,,RescueReady,Lifestyle/Home,Rescue Ready - ,Male,,,,,N/A,,,75000,15.0,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
987,11,29-Sep-19,15-May-20,24,988,15-May-20,YellowLeafHammocks,Fitness/Sports/Outdoors,Yellow Leaf Hammocks - ,Mixed Team,,,,,N/A,,4.55,400000,7.0,5714286,1,1000000.0,25.0,4000000.0,1.0,1000000.0,25.0,,,,,,,,,,,,,,,1000000.0,25.0,,,,,,,,No Guest,N/A
988,11,29-Sep-19,15-May-20,24,989,15-May-20,DreamlandBaby,Children/Education,Dreamland Baby - ,Female,,,,,N/A,,4.55,100000,10.0,1000000,1,100000.0,22.5,444444.0,1.0,100000.0,22.5,,,,,,,100000.0,22.5,,,,,,,,,,,,,,,,No Guest,N/A
989,11,29-Sep-19,15-May-20,24,990,15-May-20,RollinGreens,Food and Beverage,RollinGreens - ,Mixed Team,,,,,N/A,,4.55,500000,10.0,5000000,1,500000.0,20.0,2500000.0,1.0,500000.0,20.0,,,,,,,,,500000.0,20.0,,,,,,,,,,,,,,No Guest,N/A
990,11,29-Sep-19,15-May-20,24,991,15-May-20,TheMadOptimist,Health/Wellness,The Mad Optimist - ,Male,,,,,N/A,,4.55,60000,10.0,600000,1,60000.0,20.0,300000.0,1.0,60000.0,20.0,,,,,60000.0,20.0,,,,,,,,,,,,1.0,1.0,1.0,,,,No Guest,N/A
991,12,16-Oct-20,21-May-21,1,992,16-Oct-20,TouchUpCup,Business Services,paint storage cup,Male,,,Middle,,N/A,1.0,4.03,150000,17.5,857143,1,200000.0,25.0,800000.0,1.0,200000.0,25.0,,,,,,,,,,,,,,,200000.0,25.0,,,,,,,,Blake Mycoskie,N/A
992,12,16-Oct-20,21-May-21,1,993,16-Oct-20,SparkCharge,Business Services,portable electric car charger,Mixed Team,,,,Chris Ellis and Josh Aviv,N/A,1.0,4.03,1000000,6.0,16666667,1,1000000.0,10.0,10000000.0,2.0,500000.0,5.0,,,,,500000.0,5.0,500000.0,5.0,,,,,,,,,,,,,,,,No Guest,N/A
993,12,16-Oct-20,21-May-21,1,994,16-Oct-20,GarmaGuard,Lifestyle/Home,germ killing spray,Mixed Team,,,Middle,Pete and Bianca Badawy,N/A,1.0,4.03,300000,10.0,3000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
994,12,16-Oct-20,21-May-21,1,995,16-Oct-20,Rumpl,Lifestyle/Home,high performance blankets,,Portland,OR,,Wylie Robinson,www.rumpl.com,0.0,4.03,600000,4.0,15000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
995,12,16-Oct-20,21-May-21,2,996,,BootayBag,Lifestyle/Home,Subscription underwear service for women,Female,,,Middle,Elly Gheno,https://bootaybag.com/,0.0,3.9,500000,5.0,10000000,1,500000.0,10.0,5000000.0,1.0,500000.0,10.0,,,,,,,,,,,,,,,500000.0,10.0,,,,,,,,Kendra Scott,N/A
996,12,16-Oct-20,21-May-21,2,997,,GoOats,Food and Beverage,Oatmeal in a ball,Male,,,Middle,Nahum Jeannot,www.gooats.life,0.0,3.9,150000,10.0,1500000,1,150000.0,20.0,750000.0,1.0,150000.0,20.0,,,150000.0,20.0,,,,,,,,,,,,,,,,,,,,No Guest,N/A
997,12,16-Oct-20,21-May-21,2,998,,PoochPaper,Lifestyle/Home,"biodegradable, compostable, paper alternative to plastic",Female,,,Middle,Tracy Rosensteel,www.poochpaper.com,0.0,3.9,250000,12.0,2083333,1,250000.0,0.0,0.0,1.0,250000.0,0.0,1.0,,,,,,,,,,,,250000.0,0.0,,,,,,,,,,No Guest,N/A
998,12,16-Oct-20,21-May-21,2,999,,PNuffCrunch,Food and Beverage,"non-gmo, plant-based, puffed peanut snack",,,,,Juan Salinas,www.pnuff.com,,3.9,300000,10.0,3000000,1,400000.0,25.0,1600000.0,1.0,400000.0,25.0,,,,,400000.0,25.0,,,,,,,,,,,,,,,,,,No Guest,N/A
999,12,16-Oct-20,21-May-21,3,1000,,HugSleep,Lifestyle/Home,wearable blanket,Mixed Team,,,Middle,Angie Kupper and Matt Mundt,hugsleep.com,1.0,4.42,150000,10.0,1500000,1,300000.0,20.0,1500000.0,2.0,150000.0,10.0,,,,,150000.0,10.0,150000.0,10.0,,,,,,,,,,,,,,,,No Guest,N/A
1000,12,16-Oct-20,21-May-21,3,1001,,AnimatedLure,Lifestyle/Home,Rechargeable robotic lure,,,,,Sobhan Kanaee and Kanz Kayfan,N/A,1.0,4.42,325000,10.0,3250000,1,325000.0,10.0,3250000.0,1.0,325000.0,10.0,1.0,,,,,,,,,,,,325000.0,10.0,,,,,,,,,,No Guest,N/A
1001,12,16-Oct-20,21-May-21,3,1002,,TheCerealKillerzKitchen,Food and Beverage,Retail focused cereal-bar,Mixed Team,,,,Jessica and Chris Burns,N/A,1.0,4.42,125000,10.0,1250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1002,12,16-Oct-20,21-May-21,3,1003,,Chirp,Fitness/Sports/Outdoors,Exercise wheel for back pain relief,Male,,,Middle,Tate Stock,gochirp.com,0.0,4.42,900000,2.0,45000000,1,900000.0,2.5,36000000.0,1.0,900000.0,2.5,,,,,,,900000.0,2.5,,,,,,,,,,,,,,,,No Guest,N/A
1003,12,16-Oct-20,21-May-21,4,1004,,JadaSpices,Food and Beverage,"plant-based, vegan chicken salt and spices",Male,,,Middle,Khasha Touloei and Maynard Okereke,www.jadabrands.com,1.0,2.31,250000,20.0,1250000,1,250000.0,33.0,757576.0,1.0,250000.0,33.0,,,250000.0,33.0,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1004,12,16-Oct-20,21-May-21,4,1005,,SurpriseCake,Food and Beverage,Surprise gifts inside of a cake,,,,,Jordan Long and Liz Charm,surprisecake.com,1.0,2.31,200000,8.0,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1005,12,16-Oct-20,21-May-21,4,1006,,TheMightyCarver,Lifestyle/Home,Carving knife that looks like a chainsaw,Mixed Team,,,Middle,Lance Burney and Kim Burney,mightycarver.com,1.0,2.31,100000,20.0,500000,1,100000.0,25.0,400000.0,1.0,100000.0,25.0,,,,,,,,,,,100000.0,25.0,,,,,,,,,,,,No Guest,N/A
1006,12,16-Oct-20,21-May-21,4,1007,,Flipstik,Electronics,Stick your phone anywhere,Male,,,Middle,Akeem Shannon,www.getflipstik.com,0.0,2.31,100000,20.0,500000,1,100000.0,25.0,400000.0,1.0,100000.0,25.0,,,,,,,100000.0,25.0,,,,,,,,,,,,,,,,No Guest,N/A
1007,12,16-Oct-20,21-May-21,5,1008,,Fitfighter,Fitness/Sports/Outdoors,Weighted exercise hose,Female,,,Middle,Sarah Apgar,N/A,0.0,4.55,250000,15.0,1666667,1,250000.0,25.0,1000000.0,1.0,250000.0,25.0,,,,,,,,,,,,,,,250000.0,25.0,,,,,,,,Daniel Lubetzsky,N/A
1008,12,16-Oct-20,21-May-21,5,1009,,LiftidNeurostimulation,Health/Wellness,Transcranial neuro-stimulation device for improving focus,Mixed Team,,,Old,Ken Davidov and Alyson Davidov,www.getliftid.com,1.0,4.55,200000,10.0,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1009,12,16-Oct-20,21-May-21,5,1010,,FoamPartyHats,Fashion/Beauty,Custom-designed foam hats,Mixed Team,,,Middle,Manuel and Grace Rojas,foampartyhats.com,1.0,4.55,100000,15.0,666667,1,100000.0,25.0,400000.0,2.0,50000.0,12.5,,,,,50000.0,12.5,50000.0,12.5,,,,,,,,,,,,,,,,No Guest,N/A
1010,12,16-Oct-20,21-May-21,5,1011,,BeeD'Vine,Food and Beverage,"sustainably produced, barrel-aged honey wine",Male,,,Middle,Ayele Solomon,N/A,0.0,4.55,750000,20.0,3750000,1,750000.0,40.0,1875000.0,4.0,187500.0,10.0,,,,,187500.0,10.0,187500.0,10.0,187500.0,10.0,,,,,187500.0,10.0,,,,,,,,Daniel Lubetzky,N/A
1011,13,08-Oct-21,20-May-22,1,1012,08-Oct-21,KinApparel,Fashion/Beauty,Satin Lined Hoodies Hats,Female,,,Young,Philomina Kane,www.kinapparel.org,0.0,3.72,200000,10.0,2000000,1,200000.0,30.0,666667.0,2.0,100000.0,15.0,,,,,,,100000.0,15.0,,,,,,,100000.0,15.0,,,,,,,,Emma Grede,N/A
1012,13,08-Oct-21,20-May-22,1,1013,08-Oct-21,UprisingBread,Food and Beverage,Low Carb gluten-free breads,Mixed Team,,,Middle,William and Kristen Schumacher,www.uprisingfood.com,1.0,3.72,500000,3.0,16666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1013,13,08-Oct-21,20-May-22,1,1014,08-Oct-21,Lion Latch,Lifestyle/Home,Portable jewelry box,Female,,,Middle,Lerin Lockwood,lionlatch.com,0.0,3.72,150000,15.0,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1014,13,08-Oct-21,20-May-22,1,1015,08-Oct-21,Pashko,Fashion/Beauty,Community-made apparels,Male,,,Middle,Patrick Robinson,paskho.com,0.0,3.72,500000,2.5,20000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1015,13,08-Oct-21,20-May-22,2,1016,,Songlorious,Lifestyle/Home,Personalized songs for any occasion,Mixed Team,,,Middle,Ellen Hodges and Omayya Atout,songlorious.com,1.0,3.58,400000,10.0,4000000,1,500000.0,40.0,1250000.0,4.0,125000.0,10.0,,,,,125000.0,10.0,,,,,125000.0,10.0,125000.0,10.0,125000.0,10.0,,,,,,,,Peter Jones,N/A
1016,13,08-Oct-21,20-May-22,2,1017,,MuteMe,Electronics,Illuminated mute buttons for conference calls,Male,,,Middle,Parm Dhoot and Tye Davis,N/A,1.0,3.58,200000,10.0,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1017,13,08-Oct-21,20-May-22,2,1018,,ProperGood,Food and Beverage,"Meal order service with natural, healthy soups",Mixed Team,,,Middle,Christopher and Jennifer Jane,N/A,1.0,3.58,400000,10.0,4000000,1,400000.0,20.0,2000000.0,1.0,400000.0,20.0,,,,,400000.0,20.0,,,,,,,,,,,,,,,,,,No Guest,N/A
1018,13,08-Oct-21,20-May-22,2,1019,,LongWharf,Fashion/Beauty,Recycled oyster shell sweaters,Mixed Team,,,Middle,Lauren Lamagna and Mike Lamagna,N/A,1.0,3.58,375000,15.0,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1019,13,08-Oct-21,20-May-22,3,1020,,Sparketh,Children/Education,Online art education for kids and teens,,,,,Dwayne Walker and Tim Samuel,N/A,1.0,3.55,100000,8.0,1250000,1,100000.0,20.0,500000.0,2.0,50000.0,10.0,,,50000.0,10.0,,,,,,,,,,,50000.0,10.0,,,,,,,,Daniel Lubetzky,N/A
1020,13,08-Oct-21,20-May-22,3,1021,,OatHaus,Food and Beverage,Oat butter spreads,Mixed Team,,,Middle,"Eric Katz, Ali Bonar, and Ari Schraer",N/A,1.0,3.55,375000,5.0,7500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1021,13,08-Oct-21,20-May-22,3,1022,,FlaskyFlowers,Lifestyle/Home,Flower bouquets with flasks inside,Mixed Team,,,Middle,Ryan Moynihan and Kelly Moynihan,N/A,1.0,3.55,50000,10.0,500000,1,75000.0,30.0,250000.0,3.0,25000.0,10.0,,,,,25000.0,10.0,25000.0,10.0,,,,,25000.0,10.0,,,,,,,,,,No Guest,N/A
1022,13,08-Oct-21,20-May-22,3,1023,,IncredibleEats,Food and Beverage,IncrEdible Spoons Edible straws and utensils,Male,,,Young,Dinesh Tadepalli,N/A,0.0,3.55,500000,7.0,7142857,1,500000.0,15.0,3333333.0,1.0,500000.0,15.0,,,,,,,500000.0,15.0,,,,,,,,,,,,,,,,No Guest,N/A
1023,13,08-Oct-21,20-May-22,4,1024,,Magic5,Lifestyle/Home,Custom swim goggles,Male,,,Middle,Bo Haaber and Rasmus Barfred,themagic5.com,1.0,3.8,500000,2.5,20000000,1,1000000.0,6.5,15384615.0,1.0,1000000.0,6.5,,,,,,,,,1000000.0,6.5,,,,,,,,,,,,,,No Guest,N/A
1024,13,08-Oct-21,20-May-22,4,1025,,Tabby,Software/Tech,Dating app for cat people,Mixed Team,,,Middle,"Nathan Kehn, Sterling Davis, and Leigh Isaacson",tabbydates.com,1.0,3.8,300000,20.0,1500000,1,300000.0,30.0,1000000.0,1.0,300000.0,30.0,,,,,,,,,,,,,300000.0,30.0,,,,,,,,,,No Guest,N/A
1025,13,08-Oct-21,20-May-22,4,1026,,SoaPen,Lifestyle/Home,Soap pen,Female,,,Young,Amanat Anand and Shubham Issar,soapen.com,1.0,3.8,100000,10.0,1000000,1,100000.0,10.0,1000000.0,1.0,100000.0,10.0,1.0,,,,,,,,,,,,,,100000.0,10.0,,,,,,,,Nirav Tolia,N/A
1026,13,08-Oct-21,20-May-22,4,1027,,54 Thrones,Fashion/Beauty,African shea butter,Female,,,Young,Christina Tegbe,54thrones.com,0.0,3.8,250000,10.0,2500000,1,250000.0,17.5,1428571.0,2.0,125000.0,8.75,,,,,,,,,,,,,125000.0,8.75,125000.0,8.75,,,,,,,,Nirav Tolia,N/A
1027,13,08-Oct-21,20-May-22,5,1028,,Wedfuly,Software/Tech,virtual weddings app,Female,,,Middle,Carolyn Creidenberg,N/A,0.0,3.95,200000,5.0,4000000,1,200000.0,10.0,2000000.0,1.0,200000.0,10.0,,,,,,,,,200000.0,10.0,,,,,,,,,,,,,,No Guest,N/A
1028,13,08-Oct-21,20-May-22,5,1029,,Wad-Free,Lifestyle/Home,wad preventer for washing machines,Female,,,Middle,Cyndi Bray,wadfree.com,0.0,3.95,200000,5.0,4000000,1,200000.0,10.0,2000000.0,1.0,200000.0,10.0,1.0,,,,,,,,,,,,200000.0,10.0,,,,,,,,,,No Guest,N/A
1029,13,08-Oct-21,20-May-22,5,1030,,Beulr,Software/Tech,Bot that attends and records Zoom meetings,Male,,,Young,Peter Solimine,beulr.com,0.0,3.95,150000,20.0,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1030,13,08-Oct-21,20-May-22,5,1031,,Spergo,Fashion/Beauty,Inspirational clothing line,Mixed Team,,,Middle,Trey Brown and Sherell Peterson,spergo.com,1.0,3.95,300000,10.0,3000000,1,300000.0,20.0,1500000.0,1.0,300000.0,20.0,,,,,,,,,,,300000.0,20.0,,,,,,,,,,,,No Guest,N/A
1031,14,23-Sep-22,,1,1032,23-Sep-22,KENT,Lifestyle/Home,Environmentally friendly dissolvable clothes,Mixed Team,,,,Stacy Grace and Jeff Grace,N/A,1.0,3.79,200000,5.0,4000000,1,200000.0,15.0,1333333.0,1.0,200000.0,15.0,,,,,,,,,,,200000.0,15.0,,,,,,,,,,,,No Guest,N/A
1032,14,23-Sep-22,,1,1033,23-Sep-22,Oogiebear,Children/Education,Baby Accessory,Mixed Team,,,,Sina and Nina Farzin,N/A,1.0,3.79,400000,5.0,8000000,1,600000.0,10.0,6000000.0,2.0,300000.0,5.0,,,300000.0,5.0,,,,,300000.0,5.0,,,,,,,,,,,,,,No Guest,N/A
1033,14,23-Sep-22,,1,1034,23-Sep-22,Pizza Pack,Food and Beverage,Food Storage / Pizza Containers,Male,,,,Tate Koenig,N/A,0.0,3.79,100000,10.0,1000000,1,100000.0,13.0,769231.0,1.0,100000.0,13.0,,,,,,,100000.0,13.0,,,,,,,,,,,,,,,,No Guest,N/A
1034,14,23-Sep-22,,2,1035,30-Sep-22,BananaPhone,Electronics,Bluetooth Banana Phone,Male,,,Middle,"Brian Brunsing, Max Brown, and Charlie Katrycz",https://bananaphone.io/,1.0,3.18,250000,10.0,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Guest,N/A
1035,14,23-Sep-22,,2,1036,30-Sep-22,Stealth Bros,Lifestyle/Home,Dopp kits,Male,,,Middle,Braxton Fleming,https://www.stealthbrosco.com/,0.0,3.18,200000,15.0,1333333,1,200000.0,20.0,1000000.0,2.0,100000.0,10.0,,,100000.0,10.0,100000.0,10.0,,,,,,,,,,,,,,,,,,No Guest,N/A
1036,14,23-Sep-22,,2,1037,30-Sep-22,TheWoobles,Lifestyle/Home,Crochet Kits,Mixed Team,,,Middle,Adrian Zhang and Justine Tiu,https://thewoobles.com/,1.0,3.18,250000,5.0,5000000,1,450000.0,6.0,7500000.0,2.0,225000.0,3.0,,,,,225000.0,3.0,225000.0,3.0,,,,,,,,,,,,,,,,No Guest,N/A
1037,14,23-Sep-22,,2,1038,30-Sep-22,TurboTrusser,Food and Beverage,Trusser for poultry,Male,,,Middle,Brian Halasinski and Kirk Hyust,https://turbotrusser.com/,1.0,3.18,100000,10.0,1000000,1,100000.0,33.0,303030.0,1.0,100000.0,33.0,1.0,,,,,,,,,,,,100000.0,33.0,,,,,,,,,,No Guest,N/A
